NAMC_CODE,NAMC_term,NAMC _term_diacritical,Matched_IndexTerm,short_definition,long_definition,TM2 Code,Similarity_Score
O-7,ARUMSHIKA,arūṁṣikā,(a) arūṃṣikā (b) Aẕal kapālak karappāṉ,eruptions on head having multiple openings/furunculosis ,"the disorder is characterized by klēda bahula piṭikāḥ(kapālē)/ bahu klēdīni [wet papules on scalp], kapālē bahuvaktrāṇi piṭikā [scalp lesions with multiple openings], siddhārthanibha piṭikā [lesion resembling the size and shape and colour of mustard seed], kaṅgunibha piṭikā [lesion resembling the size and shape of jyotishmati seeds (celastrus paniculata)] ",SN70,78.75
O-10,KOTHAH,kōṭhaḥ,(a) koṭhaḥ (b) Tōltaṭippu (c) Sharā Damawī,skin eruption/wheal/pruritic sanguineous lesion ,"the disorder is characterized by rāgavanti maṇḍalaḥ [reddish circular rash], bahūni maṇḍalaḥ [multiple circular lesions or rashes], atikaṇḍū maṇḍalaḥ [lesions associated with excessive itching] ",SN4L,75.00000000000001
O-12,KAKSHAH,kakṣāḥ,(a) kakṣāḥ (b) Akki (c) Namla,hidradenitis suppurativa/axillary or inguinal abscess ,"the disorder is characterized by bāhupradēśē sphōṭāḥ [vesicular lesions in upper arm], pārśvēṣu sphōṭāḥ [vesicular lesions in and around flanks], kakṣāsannēṣu/ kakṣē sphōṭāḥ [vesicular lesions in peri-axillar regions], aṁsa dēśē sphōṭāḥ [vesicular lesions in shoulder], kr̥ṣṇa sphōṭāḥ [black coloured vesicular lesions], savēdanā sphōṭāḥ [painful vesicles], sūkṣmā piṭikā [minute papular/vesicular lesions], lājōpamā piṭikā [lesions that appear like laajaa (parched paddy)], ghana piṭikā [lesions that are thick and dense] ",SN4T,90.0
O-14,KADARAH,kadaraḥ,(a) śvetapradaraḥ (b) Veḷḷai nōy (c) Sayalān al-Raḥim,corn/callosity ,"the disorder is characterized by kōlavat utsanna granthi [swelling resembling the size and shape of indian jujube (kōla)], kīlavat utsanna granthiḥ [swelling that appear like nail] ",SM93,78.92307692307692
O-18,GUDABRAMSAH,gudabhraṁśaḥ,(a) gudabhraṃśaḥ (b) Virēki Aṭittaḷḷal (c) Khurūj al-Maq‘ad,rectal prolapse ,the disorder is characterized by gudaṁ bahiḥ nirgamanam [rectal prolapse] ,SM55,82.5
O-19,CARMAKILAH,carmakīlaḥ,(a) carmakīlaḥ (b) Maruḷ (c) Tha’ālīl,wart ,"the disorder is characterized by tvacō bahiḥ kīlōpamam [nail like projection from skin surface], sthiram [fixed projection], kharam [rough textured projection], tvacō bahiḥ arśaḥ [pile mass like projection from skin surface], maṣēbhyatūnnatatarā [more elevated than maśa], sitā [whitish projection], asita [blackish projection] ",SN4S,90.0
O-21,JATUMANIH,jatumaṇiḥ,(a) jatumaṇiḥ (c) Namash,birthmark-reddish ,"the disorder is characterized by nīrujaṁ maṇḍalaḥ [painless circular lesion], utsanna maṇḍalaḥ [slightly elevated from skin surface], samaṁ (sūkṣma) [minute lesion], īṣata raktam/ lōhitam maṇḍalaḥ [reddish or reddish tinged], ślakṣaṇa [smooth textured lesion], carmakīlavat [appear like carmakīla], sahaja [present since birth / congenital] ",SN4F,90.0
O-22,JALAGARDABAH,jālagardabhaḥ,(a) pāṣāṇagardabhaḥ (c) Waram Aṣl al-Udhun,non-suppurating cellulitis ,"the disorder is characterized by manda visarpaṇa śōphaḥ [slow spreading swelling], apāka śōphaḥ [swelling with less tendency to suppurate], tanu śōphaḥ [little swelling], tāmra varṇa śōphaḥ [copper coloured swelling], jvarakr̥ta [associated with fever] ",SM1D,76.15384615384616
O-25,NIRUDDHAPRAKASAH,niruddhaprakaśaḥ,(a) niruddhaprakaśaḥ (b) Tōl taṭaippuṇ,phimosis ,"the disorder is characterized by mūtrasrōtaḥ ruṇaddhi [obstruction to urinary tract/meatus], mūtram manda dhārayā pravartatē [weak urine flow], maṇirna ca vidīryatē [inability to retract prepuce], mūtram mandadhārayā avēdanam pravartatē [painless urination without force] ",SN0A,90.0
O-26,NILIKA,nīlikā,(a) nīlikā,black patch ,"the disorder is characterized by gātrē kr̥ṣṇā maṇḍalaḥ [Black coloured cicular lesion on body], mukhē kr̥ṣṇā maṇḍalaḥ [Black coloured circular lesion on face], nīruja maṇḍalaḥ [painless circular lesion], tanukaṁ [thin lesion over body or face] ",SN41,90.0
O-28,PRASUPTIH,prasuptiḥ,(a) prasuptiḥ (b) Vātakarṣaṇam (c) Khadar,hypoesthesia ,"the disorder is characterized by alpa kaṇḍu [mild or no itching], tvak pāṇḍutā [pale coloured skin], prasuptiḥ [numbness], kramēṇa vicētanā (tvaka) [gradual loss of tactile sensation in skin], aviklēdaḥ [absence of oozing and moistness] ",SK54,90.0
O-30,PARIVARTIKA,parivartikā,(a) parivartikā,paraphimosis ,the disorder is characterized by maṇēradhastād kōśasca granthirūpēṇa lambatē [foreskin of prepuce gets stuck behind the glans penis and hangs underneath like a gland] ,SN0A,95.0
O-30.1,VATAJA-PARIVARTIKA,vātaja-parivartikā,(a) parivartikā,paraphimosis due to vāta ,"the disorder is characterized by sarujaḥ/savēdanaḥ [painful swelling that hangs underneath the prepuce], sadāhaśc kvacit vrajēt [may be associated with burning sensation], pākaṁ kvacit vrajēt [may be associated with suppuration] ",SN0A,72.72727272727273
O-30.2,KAPAJA-PARIVARTIKA,kaphaja-parivartikā,(a) parivartikā,paraphimosis due to kapha ,"the disorder is characterized by sakaṇḍu [associated with itching], kaṭhinaḥ [hard in nature] ",SN0A,70.58823529411764
O-32,PASHANAGARDABAH,pāṣāṇagardabhaḥ,(a) pāṣāṇagardabhaḥ (c) Waram Aṣl al-Udhun,temporomandibular inflammation ,"the disorder is characterized by hanusandhija śōphaḥ [Swelling in the joint of lower jaw], alpa rujaḥ śōphaḥ (hanu sandhi) [swelling with pain in joint of lower jaw], sthira śōphaḥ [firm swelling in the joint of lower jaw] ",SM1D,90.0
O-33,MASHAKAH,maṣakaḥ,(a) maṣakaḥ (b) Maccam (c) Khīlān,blackgram-spots ,"the disorder is characterized by avēdanā maṇḍalaḥ gātrēṣu [painless round lesions in the body], māṣavat maṇḍalaḥ [lesion that appear like māṣa (black gram)], kr̥ṣṇa maṇḍalaḥ [blackish coloured lesion], utsanna maṇḍalaḥ [elevated from the skin surface] ",SN4H,90.0
O-35,YUVANAPIDAKA (MUKHADUSHIKA),yuvānapiḍakā (mukhadūṣikā),(a) yuvānapiḍakā (b) Mukapparu (c) Buthūr Labaniyya,pimples ,"the disorder is characterized by śālmalī kaṇṭakākāra piḍakā [lesion resembling the prickles of silk cotton tree], yūnaṁ vaktrē [occurs in the face of young people], sarujaḥ [associated with pain], ghanaḥ [thick and dense lesion], mēdōgarbhaḥ [presence of fatty pultaceous material inside the lesion] ",SN4V,85.5
O-36,RAJIKA,rājikā,(a) rājikā (b) Vērkkuru (c) Buthūr Shawkiyya,mustard seed-erruptions ,"the disorder is characterized by rājikā varṇa saṁsthāna pramāṇa piṭikā [papules resembling the shape size and appearance of mustard seed], ghana piṭikā [lesions that are thick and dense], saruja piṭikā [associated with pain] ",SN4N,90.0
O-38,RAKASA,rakasā,(a) rakasā (b) Karappāṉ pittam,rasakA-kuṣṭha /pustular dermatitis ,"the disorder is characterized by kaṇḍūḥ [itching], srāvahīna piḍakā [papule without discharge] ",SN40,90.0
O-39,RUHYA/ INDRALUPTAH,rūhyā/ indraluptaḥ,(a) indraluptaḥ (b) Puẕuveṭṭu (c) Dā’ al-Tha‘lab,aloepecia ,"the disorder is characterized by pracyāvati rōmāṇi [fall of hairs], anyēṣām asambhavaḥ [Absence of hair regrowth in that area] ",SN90,85.5
O-42,VYANGAH,vyaṅgaḥ,(a) vyaṅgaḥ (c) Kalaf,black patches on face ,"the disorder is characterized by mukhē śyāva maṇḍalam [blackish or brownish circular patch on face], tanu [patch which is thin], nīrujam [painless patches] ",SN4G,90.0
O-45,VIDDHA,viddhā,(a) vṛddhāvasthā,bulb of lotus flower like skin lesion ,the disorder is characterized by padmakarṇikākārā piṭikā [Eruption resembling bulb of lotus flower] ,SS82,75.00000000000001
O-46,VISPOTAKAH,visphōṭakaḥ,(a) visphoṭakaḥ (b) Koppuḷa perunōy (c) Naffāṭāt,vesicles/bullae ,"the disorder is characterized by agnidagdhanibhāḥ [appearance resembling burnt scar], sphōṭāḥ [blisters], sajvarāḥ [associated with fever] ",SN4P,81.81818181818181
O-47,VRUSHANAKACCUH,vr̥ṣaṇakacchūḥ,(a) vṛṣaṇakacchūḥ,scrotal dermatitis ,"the disorder is characterized by kaṇḍu (vr̥ṣaṇē) [itching in scrotal region], kṣipraṁ sphōṭaḥ [sudden apprearence of blisters], srāva sphōṭāḥ [presence of secretion from blisters] ",SN40,77.41935483870968
O-48,SARKARARBUDAH,śarkarārbudaḥ,(a) śarkarārbudaḥ,crystal-hard arbuda /granulated tumors ,"the disorder is characterized by nānāvarṇatvam [variegated colouration], klinnaṁ atyartham [moistening / soddening], durgandhaṁ [foul smell], sahasā raktasrāva [sudden occurrence of bleeding], madhunibham srāvaḥ [honey like discharge], sarpinibham srāvaḥ [clarified butter like discharge], vasānibham srāvaḥ [discharge resembling fat] ",SP71,95.0
O-51,ALASYAM,ālasyam,(a) ālasyam (c) Lawā-o-Fayḥadhaj,laziness/lethargy (due to kaphadōśa and other dōṣa , ,SP96,90.0
O-52,UTKLESAH,utklēśaḥ,(a) utkleśaḥ (c) Ghathayān,regurgitation of food , ,SM3H,78.75
O-53,GLANIH,glāniḥ,(a) viṣamāgniḥ,exhaustion , ,SS11,72.0
P,VISHAH,viṣaḥ,(a) śaṅkhaviṣaḥ (b) Viṭappāka rōkam,poisoning , ,SQ60,90.0
P-1,VATAJAVISHA,vātajaviṣa,(a) vātajavātaraktam,poisoning- vāta ,"the disorder is characterized by īṣat kaphapittaliṅgam [less manifestation of the signs and symptoms of kapha and pitta], tr̥ṭ [thirst], mōhaḥ [semiconsciousness or stupefaction], aratiḥ [distress/dicontent/restlessness], mūrcchā [syncope/attacks of swooning], galagrahaḥ [choking sensation in throat], chardiḥ [vomiting], phēnaḥ [frothy salivation] ",SP11,72.0
P-3,KAPAJAVISHA,kaphajaviṣa,(a) kaphajajvaraḥ (b) Kapa curam (c) Ḥummā Lathiqa,poisoning-kapha ,"the disorder is characterized by īṣat vātapittayōrliṅgam [less manifestation of the signs and symptoms of vāyu and pitta], śvāsaḥ [breathlessness/difficult breathing], galagrahaḥ [choking sensation in throat], kaṇḍūḥ [itching], lālā [salivation], vamathuḥ [vomiting] ",SP52,73.63636363636364
PA,ANNAPANADI VISHALAKSHANA,annapānādi viṣalakṣaṇa,nan,poisoning-edibles , ,nan,72.0
PA-22,SAVISHA-ANJANA,saviṣa-añjana,nan,poisoning-collyrium ,"the disorder is characterized by akṣidāhaḥ [burning of eyes], akṣisrāvaḥ [discharge from eyes], ati-upadēhaḥ/upadēhaḥ [stickiness], śōthaḥ [oedema], rāgaḥ [redness/congestion], aśruḥ [lacrimation], dāhaḥ [burning sensation], vēdanā [pain], dr̥ṣṭivibhramaḥ [impaired vision], āndhyam [blindness] ",nan,72.0
PA-30,DASHTAKAH,daṣṭakaḥ,(a) dantaveṣṭakaḥ (c) Taqayyuḥ al-Litha,snake bite with three bite marks with penetration of muscle tissue and bleeding ,"the disorder is characterized by trīṇi daṁṣṭrāpadāni [three teeth marks of bite], māṁsacchēdaḥ [cutting of māṁsa (muscle)], avicchinnaraktavāhīni [continuous bleeding] ",SM13,73.28571428571429
PA-35,VISHDUSHITA-JALA-MAJJANA,viṣdūṣita-jala-majjana,nan,swimming in poisoned water ,"the disorder is characterized by chardiḥ [vomiting], mōhaḥ [semiconsciousness or stupefaction], jvaraḥ [fever], dāhaḥ [burning sensation], śōphaḥ [oedema] ",nan,72.0
PB-4,CATURTHA-VISHAVEGAH,caturtha-viṣavēgaḥ,"(a) caturthaka-viṣamajvaraḥ (c) Ḥummā al-Rib‘ , (c) Ṭaṭrā",fourth stage of poisoning ,"the disorder is characterized by dāhaḥ [burning sensation], chardiḥ [vomiting], aṅgaśūlam [pain in the limbs], mūrcchā [syncope/attacks of swooning] ",SP57,70.00000000000001
PC-5,TVAKA-VISHAH,tvaka-viṣaḥ,"(a) caturthaka-viṣamajvaraḥ (c) Ḥummā al-Rib‘ , (c) Ṭaṭrā",bark poison ,"the disorder is characterized by āsyadaurgandhaḥ [halitosis], pāruṣyam [roughness/dryness], śirōruk [headache], kaphasaṁsravaḥ [secretion of mucus] ",SP57,73.63636363636364
PC-9,DHATU-VISHAH,dhātu-viṣaḥ,dhātuvaiṣamyam,mineral poison ,"the disorder is characterized by hr̥tpīḍā [precordial pain/cardiac pain], mūrcchā [syncope/attacks of swooning], tāludāhaḥ [burning sensation in palate] ",SR40,72.0
PC-10.8,PUNDARIKAVISHAH,puṇḍarīkaviṣaḥ,(a) puṇḍarīkaḥ,sugarcane poisoning ,"the disorder is characterized by akṣṇōḥ raktatvam [redness of eyes], udaravr̥ddhiḥ [enlargement of the abdomen] ",SN49,71.42857142857143
PE-1,SARPAVISHAH,sarpaviṣaḥ,(a) garaviṣaḥ (b) Iṭumaruntu nañcu,snake venom poisoning , ,SQ61,72.0
PE-1.7,NAPUMSAKASARPADASHTAH,napuṁsakasarpadaṣṭaḥ,nan,hermophrodite Serpent bite ,the disorder is characterized by tiryak prēkṣaṇam [looks side ways] ,nan,72.0
PE-1.13,ANDHAHIKA SARPADASHTAH,andhāhika sarpadaṣṭaḥ,nan,blind serpent bite ,the disorder is characterized by andhatvam [blindness] ,nan,72.0
PE-1.17,SANKHAVISHAH,śaṅkhaviṣaḥ,(a) śaṅkhaviṣaḥ (b) Viṭappāka rōkam,fear of poison/psuedo poison ,"the disorder is characterized by jvaraḥ [fever], chardiḥ [vomiting], mūrcchā [syncope/attacks of swooning], dāhaḥ [burning sensation], glāniḥ [fatigue in mind and body], mōhaḥ [confusion/delirium], atisāraḥ [diarrhoea] ",SQ60,90.0
PE-4,KITAVISHAH,kīṭaviṣaḥ,(a) śaṅkhaviṣaḥ (b) Viṭappāka rōkam,insects Venom poisoning ,"the disorder is characterized by karṇikāḥ [thorny], śōphaḥ [oedema], jvaraḥ [fever], kaṇḍūḥ [itching], arōcakaḥ [tastelessness] ",SQ60,70.41176470588235
PE-4.8,GARAVISHAH,garaviṣaḥ,(a) garaviṣaḥ (b) Iṭumaruntu nañcu,artificial poison ,"the disorder is characterized by pāṇḍuḥ [pallor], kr̥śatvam [emaciation], alpāgniḥ [insufficient digestive power/capacity], marmapradhamanam [discomfort in vital organs], marmādhmānam [affliction of marma], hastaśvayathuḥ [swelling in hands], pādaśvayathuḥ [pedal oedma], jaṭharam/udaram [abdominal enlargement], grahaṇīdōṣaḥ [diseases due to malfunctioning of grahaṇī], yakṣmā [pthysis], gulmaḥ [palpable glandular enlargment in abdomen/ abdominal lump], kṣayaḥ [wasting], jvaraḥ [fever], śōphaḥ [oedema], unmādaḥ [insanity], durnāmaḥ [haemorrhoids] ",SQ61,90.0
PE-6.20.2,NAKHAGRADAMSA-LUTAVISHAH,nakhāgradaṁśa-lūtāviṣaḥ,nan,lūtāviṣa -claws ,"the disorder is characterized by śōphaḥ [oedema], kaṇḍūḥ [itching], pulālikāḥ [horripilation], dhūmāyanam [smoky/fuming sensation] ",nan,72.0
Q,AHARAVAISHAMYAM,āhāravaiṣamyam,dhātuvaiṣamyam,unsalutary-diet disorders , ,SR40,78.57142857142857
Q-1,HINAMATRAHARAH,hīnamātrāhāraḥ,(a) hīnamātrāhāraḥ (b) Ūṭṭaccattu kuṟaipāṭu nōykaḷ,disordered dieting-inadequate quantity ,"the disorder is characterized by upacaya-kṣayaḥ/upacaya-upaghātaḥ [emaciation], atr̥ptiḥ [insatiableness], udāvartaḥ [upward movement of vāta], anāyuṣyam [death], avr̥ṣyam [impotence], anaujasyam [lack of vigour/ energy], śarīra-upaghātaḥ [affliction of body], mana-upaghātaḥ [affliction of manas/ mind], buddhi-upaghātaḥ [affliction of buddhi/ intelectul], indriya-upaghātaḥ [affliction of sense organs], sāravidhamanam/sāravidhmāpanam [loss of sāra], alakṣmyāvaham/alakṣmījananam [loss of wealth/ beauty], aśīti vātavikārāḥ [eighty types of vāta diseases], vibandhaḥ [constipation] ",SQ80,90.0
Q-7,NAVAGUDA-ATYUPAYOGAH,navaguḍa-atyupayōgaḥ,nan,disordered dieting-overeating fresh jaggery , ,nan,72.0
R,VIHARAVAISHAMYAM,vihāravaiṣamyam,dhātuvaiṣamyam,lifestyle disorders , ,SR40,75.86206896551724
RA,NIDRA-VAISHAMYAM,nidrā-vaiṣamyam,dhātuvaiṣamyam,sleep , ,SR40,75.86206896551724
RA-1,NIDRANASAH/ASVAPNAH,nidrānāśaḥ/asvapnaḥ,(a) asvapnaḥ,loss of sleep (insomnia) ,"the disorder is characterized by aṅgamardaḥ [generalised bodyache], śirōgauravam [heavines of head], jr̥mbhikā [yawning], jāḍyam [dullness/ frigidity/inactiveness], glāniḥ [fatigue in mind and body], bhramaḥ [giddiness or dizziness], apaktiḥ [indigestion], tandrā [drowsiness/lassitude], vātajarōgāḥ [diseases of vāta] ",SQ24,72.0
RD,VEGAVARODHAH,vēgāvarōdhaḥ,(a) adhovātavegāvarodhaḥ,diseases due to suppressing natural urges , ,SS2E,75.00000000000001
RD-1,ADHOVATA-VEGAVARODHAH,adhōvāta-vēgāvarōdhaḥ,(a) adhovātavegāvarodhaḥ,withholding of flatus ,"the disorder is characterized by viṭsaṅgaḥ/śakr̥tsaṅgaḥ [retension of faeces], mūtrasaṅgaḥ [obstruction/retention in passage of urine], vātasaṅgaḥ [retention of vāyu/ flatus], ādhmānam [abdominal distension], vēdanā/ruk [pain], klamaḥ [exhaustion without exertion], jaṭharē vātajāḥ rōgāḥ [vāta diseases of abdomen], śūlam [colicky pain in the abdomen], hr̥dayōparōdham/hr̥dgadaḥ [feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia], śirōrujam [headache], atīva śvāsam [increased respiration/ dysponea], hikkā [hiccup], kāsaḥ [cough], pratiśyāyaḥ [cold, catarrh], galagrahaḥ [choking sensation in throat], balāsapittaprasaram [spread of kapha and pitta], purīṣam hanyāt (purīṣakṣayam) [diminution in quantity of stools], mukhataḥ kṣipēt (purīṣasya mukhātpravr̥ttiḥ) [elimination of feces through mouth], gulmaḥ [palpable glandular enlargment in abdomen/ abdominal lump], udāvartaḥ [upward movement of vāta], dr̥ṣṭivadhaḥ [lacking of sight], agnivadhaḥ [loss of digestive power/ agni] ",SS2E,75.55555555555556
RD-3,CARDIVEGARODHAH,chardivēgarōdhaḥ,(a) chardivegarodhaḥ,suppressing vomiting ,"the disorder is characterized by kaṇḍūḥ [itching], kōṭhaḥ [wheal like skin eruptions], aruciḥ [tastelessness], vyaṅgaḥ [blackish circular patches on face], śōthaḥ/śvayathuḥ [oedema], pāṇḍvāmayaḥ [clinical features of pāṇḍu], jvaraḥ [fever], kuṣṭhaḥ [skin disease], hr̥llāsaḥ [nausea], vīsarpaḥ [spreading cellulitis/erysipelas], akṣyāmayaḥ [diseases of eyes], kaṇḍvāmayaḥ [itching], kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing] ",SS29,77.77777777777779
RD-6,KSHAVATHUVEGARODHAH,kṣavathuvēgarōdhaḥ,(a) kṣavathuvegarodhaḥ,suppressing sneez ,"the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck], śiraḥśūlam [headache], arditaḥ [facial paralysis], ardhāvabhēdakaḥ [hemicranial headache (migraine)], indriyadaurbalyam [impairment of sense organs], śirōrōgaḥ [diseases of head], akṣirōgaḥ [diseases of eyes], nāsārōgaḥ [diseases of nose], śravaṇarōgaḥ [diseases of ear], kaṇṭhapūrṇatvam [feeling of fullness in throat], āsyapūrṇatvam [feeling of fullness in mouth], kaṇṭhē atīva tōdaḥ [severe pricking pain in throat], mukhē atīva tōdaḥ [severe pricking pain in mouth], kūjaḥ (avyaktavacanam) [voice resembles the sound, of pigeon], vāyōḥ apravr̥ttiḥ (ucchvāsāvarōdhaḥ) [difficult breathing], śirōऽrtiḥ [headache], indriyadaurbalyam [impairment of sense organs], manyāstambhaḥ [torticollis/stiffness of neck], arditaḥ [facial paralysis] ",SS27,80.0
RD-8,NIDRAVEGARODHAH,nidrāvēgarōdhaḥ,(a) nidrāvegarodhaḥ,suppressing sleep ,"the disorder is characterized by jr̥mbhā/jr̥mbhikā [yawning], aṅgamardaḥ [generalised bodyache], tandrā [drowsiness/lassitude], śirōrōgaḥ [diseases of head], akṣigauravam/akṣijāḍyam [heaviness of eyes], aṅgajāḍyam [Rigidity/stiffness of the body], śirōjāḍyam/mūrdhagauravam [heaviness of head], mōhaḥ [confusion/delirium], ālasyam [lethargy] ",SS26,76.47058823529412
RD-9,PURISHAVEGARODHAH/PURISHA-GRAHAH,purīṣavēgarōdhaḥ/purīṣa-grahaḥ,(a) purīṣavegarodhaḥ,suppressing faeces ,"the disorder is characterized by pakvāśayaśūlam [pain in rectum], śiraḥśūlam/śirōruk [headache], vāta-apravartanam [supression of flatus], varcaḥ-apravartanam [supression of faeces], piṇḍikōdvēṣṭanam [calf claudication/cramp in the calf muscles], ādhmānam [abdominal distension], āṭōpaḥ [gurgling sound of the intestines/ barborygmus], śūlam [colicky pain in the abdomen], parikartanam/parikartaḥ [cutting type of pain in anus], purīṣasaṅgaḥ [obstruction/retention to the passage of faeces], ūrdhvavātaḥ/ūrdhvavāyuḥ [upward movement of vāyu], purīṣam āsyāt nirēti/mukhēna viṭpravr̥ttiḥ [elimination of feces through mouth], pratiśyāyaḥ [cold, catarrh], hr̥dayasya uparōdhanam() [feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia] ",SS2A,70.00000000000001
RD-10,SRAMASVASA-VEGAVARODHAH,śramaśvāsa-vēgāvarōdhaḥ,(a) śramaśvāsavegarodhaḥ,suppressing breathing while exusted ,"the disorder is characterized by gulmaḥ [palpable glandular enlargment in abdomen/ abdominal lump], hr̥drōgaḥ [diseases of heart], sammōhaḥ [unconsciousness/ confusion] ",SS2B,76.59574468085107
RD-11,SUKRAVEGARODHAH,śukravēgarōdhaḥ,(a) śukravegarodhaḥ,suppressing ejaculation ,"the disorder is characterized by mēḍhrē śūlam / guhyavēdanā [penile pain], vr̥ṣaṇayōḥ śūlam / muṣkayō rujā [pain in scrotum], aṅgamardaḥ [generalised bodyache], hr̥di vyathā / hr̥dvyathā [precordial pain/cardiac pain], mūtravibaddhatā/mūtravinigrahaḥ/mūtrasaṅgaḥ [obstruction/retention in passage of urine/oliguria], mūtrāśayē śōphaḥ [swelling in the bladder], pāyuni śōphaḥ [swelling in anus], muṣkayō śōphaḥ [swelling in the scrotum], mūtrāśayē rujā [pain in bladder], pāyuni rujā / gudē rujā [pain in anus], śukrāśmarī/aśma [seminal calculi/ precipitated semen as calculus], śukrasravaṇam [seminal discharge], guhyaśvayathuḥ [swelling of genitals], jvaraḥ [fever], aṅgabhaṅgaḥ [breaking type of pain in the body], vr̥ddhiḥ (muṣkavr̥ddhiḥ) [scrotal enlargment], ṣaṇḍhatā [impotence] ",SS23,76.47058823529412
RD-14,KSHUD-VEGARODHAH,kṣud-vēgarōdhaḥ,(a) kṣudvegarodhaḥ,suppressing hunger ,"the disorder is characterized by kārśyam [emaciation], daurbalyam [weakness], vaivarṇyam [discolouration], aṅgamardaḥ [generalised bodyache], aruciḥ [tastelessness], bhramaḥ [giddiness or dizziness], tandrā [drowsiness/lassitude], dr̥ṣṭēḥ kr̥śatā [diminished vision], aṅgabhaṅgaḥ [breaking type of pain in the body], glāniḥ [fatigue in mind and body], śūlam [pain] ",SS2C,72.72727272727273
RF-2,AVYAYAMAH,avyāyāmaḥ,(a) vraṇāyāmaḥ,lack of physical exercise , ,SK30,74.11764705882352
SG-4.8,STAMBAH VAMANA VYAPADA,stambhaḥ vamana vyāpada,(a) stambhaḥ,inefficacious therapeutic emesis ,"the disorder is characterized by vātasaṅgaḥ [retention of vāyu/ flatus], gudastambhaḥ [stiffness in anal region], gudaśūlam [proctalgia], alpaśaḥ kṣarati [morbid dōṣa get eliminated only in small quantities] ",SK52,85.5
SH-4.8,STAMBAH VIRECANA VYAPADA,stambhaḥ virēcana vyāpada,(a) stambhaḥ,inefficacious therapeutic purgation ,"the disorder is characterized by vātasaṅgaḥ [retention of vāyu/ flatus], gudastambhaḥ [stiffness in anal region], gudaśūlam [proctalgia], alpaśaḥ kṣarati [morbid dōṣa get eliminated only in small quantities] ",SK52,85.5
SI-1.8,PRAVAHIKA BASTI VYAPAD,pravāhikā basti vyāpad,(a) pravāhikā (b) Niṇak kaẕiccal (c) Zaḥīr,signs of pravāhikā (gripping pain); adverse effect of enema therapy ,"the disorder is characterized by pravāhikā [passes stool frequently], bastiśōphaḥ [swelling in basti/ urinary bladder], pāyuśōphaḥ [swelling in anus], jaṅghāsadanam [asthenia/ fatigue of calf muscles], ūrusadanam [fatigue / weakness in thighs] ",SM38,85.5
SI-1.11,PARIKARTIKA BASTI VYAPAD,parikartikā basti vyāpad,(a) parikartikā (c) Shuqāq al-Maq‘ad,proctalgia due to bastivyāpad ,"the disorder is characterized by trikatōdam [pricking pain in lumbar region], vaṅkṣaṇatōdam [pricking pain in groins], bastitōdam [pricking pain inbasti/ urinary bladder], nābhēradhō rujam [pain in the lower abdomen], vibandhaḥ [constipation], (purīṣasya) alpālpam utthānam [frequent voiding of stool in small quantities] ",SM51,85.5
SI-3.3,ANUVASANA-MITHYAYOGAH,anuvāsana-mithyāyōgaḥ,nan,complications of improper administration medicated oily enema , ,nan,72.0
SK-1,NASYA-ATIYOGAH,nasya-atiyōgaḥ,nan,complications of over errhine therapy ,"the disorder is characterized by śirōऽrtiḥ [headache], akṣi-artiḥ [pain in eyes], śaṅkha-artiḥ [pain in temporal parts], śravaṇa-artiḥ [pain in ears], śirastōdaḥ [pricking type of pain in head], akṣitōdaḥ [pricking type of pain in eyes], śaṅkhatōdaḥ [pricking type of pain in temporal parts], śravaṇatōdaḥ [pricking type of pain in ears], timiram [fainting/ blackouts/ partial blindness] ",nan,72.0
SK-2,NASYA-AYOGAH,nasya-ayōgaḥ,nan,complications due to inadequate errhine therapy ,"the disorder is characterized by galōpalēpaḥ [adhesion of sticky material in the throat], śirasō gurutvam [heaviness of the head], niṣṭhīvanam [spitting] ",nan,72.0
SK-5,SNEHANANASYA-ATIYOGAH,snēhananasya-atiyōgaḥ,nan,over administration of snēhananasya ,"the disorder is characterized by kaphaprasēkaḥ [mucoid expectoration], śirasō gurutā [heaviness of the head], indriyavibhramaḥ [abnormality in the functioning of sense organs] ",nan,90.0
SR-4,PARIHARAKALE ATI-ASANA,parihārakālē ati-āsana,nan,over walking during parihārakāla ,"the disorder is characterized by sphikvēdanā [pain in the hips / buttocks], pārśvavēdanā [pain in sides of chest/flanks], vaṅkṣaṇavēdanā [pain in groins], vr̥ṣaṇavēdanā [pain in scrotum], kaṭīvēdanā [low backpain], pr̥ṣṭhavēdanā [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], grīvādaurbalyam [weakness of neck], aṅgābhitāpaḥ [burning sensation in limbs], pādaśōphaḥ [pedal oedema], pādaprasvāpaḥ [pedal numbness], pādaharṣaṇaḥ [tingling sensation of feet] ",nan,72.0
SS-2.1,KALIKA,kālikā,(a) ikṣuvālikāmehaḥ,a complication of ear piersing having blakish discolouration ,"the disorder is characterized by jvaraḥ [fever], dāhaḥ [burning sensation], śvayathuḥ [swelling], vēdanā [pain] ",SM8D,75.00000000000001
